IdEleve;IdConnexion;Nom;Prenom;Classe;IdTest;NombreQuestions;NombreCorrectes;Date;IP
1;MARTIN;Martin;Gabriel;6eA;533;0;0;10;10;2020-07-03;::1

1;MARTIN;Martin;Gabriel;6eA;534;1;2;10;8;2020-07-06;::1

1;MARTIN;Martin;Gabriel;6eA;535;1;0;10;7;2020-07-09;::1

1;MARTIN;Martin;Gabriel;6eA;536;4;1;10;1;2020-07-12;::1

1;MARTIN;Martin;Gabriel;6eA;1333;2;2;10;3;2020-07-03;::1

1;MARTIN;Martin;Gabriel;6eA;1334;3;0;10;6;2020-07-06;::1

1;MARTIN;Martin;Gabriel;6eA;1335;2;0;10;8;2020-07-09;::1

1;MARTIN;Martin;Gabriel;6eA;1336;4;0;10;5;2020-07-12;::1

1;MARTIN;Martin;Gabriel;6eA;2133;1;1;10;8;2020-07-03;::1

1;MARTIN;Martin;Gabriel;6eA;2134;1;1;10;10;2020-07-06;::1

1;MARTIN;Martin;Gabriel;6eA;2135;0;0;10;1;2020-07-09;::1

1;MARTIN;Martin;Gabriel;6eA;2136;1;0;10;3;2020-07-12;::1

1;MARTIN;Martin;Gabriel;6eA;2933;1;1;10;8;2020-07-03;::1

1;MARTIN;Martin;Gabriel;6eA;2934;4;2;10;7;2020-07-06;::1

1;MARTIN;Martin;Gabriel;6eA;2935;0;1;10;1;2020-07-09;::1

1;MARTIN;Martin;Gabriel;6eA;2936;2;2;10;9;2020-07-12;::1

2;BERNARD;Bernard;Raphael;6eA;57;0;0;10;9;2020-07-03;::1

2;BERNARD;Bernard;Raphael;6eA;58;3;1;10;9;2020-07-06;::1

2;BERNARD;Bernard;Raphael;6eA;59;2;0;10;4;2020-07-09;::1

2;BERNARD;Bernard;Raphael;6eA;60;0;0;10;8;2020-07-12;::1

2;BERNARD;Bernard;Raphael;6eA;857;0;2;10;2;2020-07-03;::1

2;BERNARD;Bernard;Raphael;6eA;858;1;0;10;10;2020-07-06;::1

2;BERNARD;Bernard;Raphael;6eA;859;1;1;10;5;2020-07-09;::1

2;BERNARD;Bernard;Raphael;6eA;860;3;0;10;9;2020-07-12;::1

2;BERNARD;Bernard;Raphael;6eA;1657;1;1;10;7;2020-07-03;::1

2;BERNARD;Bernard;Raphael;6eA;1658;0;1;10;4;2020-07-06;::1

2;BERNARD;Bernard;Raphael;6eA;1659;2;0;10;2;2020-07-09;::1

2;BERNARD;Bernard;Raphael;6eA;1660;4;0;10;3;2020-07-12;::1

2;BERNARD;Bernard;Raphael;6eA;2457;2;1;10;4;2020-07-03;::1

2;BERNARD;Bernard;Raphael;6eA;2458;2;1;10;1;2020-07-06;::1

2;BERNARD;Bernard;Raphael;6eA;2459;0;1;10;1;2020-07-09;::1

2;BERNARD;Bernard;Raphael;6eA;2460;3;1;10;2;2020-07-12;::1

3;THOMAS;Thomas;Leo;6eA;781;4;0;10;4;2020-07-03;::1

3;THOMAS;Thomas;Leo;6eA;782;1;0;10;5;2020-07-06;::1

3;THOMAS;Thomas;Leo;6eA;783;0;0;10;8;2020-07-09;::1

3;THOMAS;Thomas;Leo;6eA;784;1;2;10;2;2020-07-12;::1

3;THOMAS;Thomas;Leo;6eA;1581;2;2;10;2;2020-07-03;::1

3;THOMAS;Thomas;Leo;6eA;1582;2;2;10;5;2020-07-06;::1

3;THOMAS;Thomas;Leo;6eA;1583;0;1;10;3;2020-07-09;::1

3;THOMAS;Thomas;Leo;6eA;1584;2;2;10;9;2020-07-12;::1

3;THOMAS;Thomas;Leo;6eA;2381;2;0;10;3;2020-07-03;::1

3;THOMAS;Thomas;Leo;6eA;2382;1;0;10;10;2020-07-06;::1

3;THOMAS;Thomas;Leo;6eA;2383;3;2;10;10;2020-07-09;::1

3;THOMAS;Thomas;Leo;6eA;2384;1;2;10;7;2020-07-12;::1

3;THOMAS;Thomas;Leo;6eA;3181;4;2;10;10;2020-07-03;::1

3;THOMAS;Thomas;Leo;6eA;3182;4;2;10;10;2020-07-06;::1

3;THOMAS;Thomas;Leo;6eA;3183;0;1;10;8;2020-07-09;::1

3;THOMAS;Thomas;Leo;6eA;3184;0;1;10;7;2020-07-12;::1

4;PETIT;Petit;Louis;6eA;653;4;1;10;9;2020-07-03;::1

4;PETIT;Petit;Louis;6eA;654;4;0;10;1;2020-07-06;::1

4;PETIT;Petit;Louis;6eA;655;0;2;10;9;2020-07-09;::1

4;PETIT;Petit;Louis;6eA;656;3;1;10;0;2020-07-12;::1

4;PETIT;Petit;Louis;6eA;1453;1;1;10;2;2020-07-03;::1

4;PETIT;Petit;Louis;6eA;1454;4;1;10;7;2020-07-06;::1

4;PETIT;Petit;Louis;6eA;1455;0;2;10;8;2020-07-09;::1

4;PETIT;Petit;Louis;6eA;1456;1;2;10;3;2020-07-12;::1

4;PETIT;Petit;Louis;6eA;2253;2;2;10;3;2020-07-03;::1

4;PETIT;Petit;Louis;6eA;2254;3;0;10;5;2020-07-06;::1

4;PETIT;Petit;Louis;6eA;2255;0;2;10;4;2020-07-09;::1

4;PETIT;Petit;Louis;6eA;2256;0;1;10;6;2020-07-12;::1

4;PETIT;Petit;Louis;6eA;3053;3;1;10;3;2020-07-03;::1

4;PETIT;Petit;Louis;6eA;3054;0;0;10;6;2020-07-06;::1

4;PETIT;Petit;Louis;6eA;3055;2;1;10;0;2020-07-09;::1

4;PETIT;Petit;Louis;6eA;3056;3;2;10;3;2020-07-12;::1

5;ROBERT;Robert;Lucas;6eA;717;2;0;10;5;2020-07-03;::1

5;ROBERT;Robert;Lucas;6eA;718;4;1;10;10;2020-07-06;::1

5;ROBERT;Robert;Lucas;6eA;719;0;2;10;9;2020-07-09;::1

5;ROBERT;Robert;Lucas;6eA;720;3;0;10;4;2020-07-12;::1

5;ROBERT;Robert;Lucas;6eA;1517;4;1;10;3;2020-07-03;::1

5;ROBERT;Robert;Lucas;6eA;1518;1;2;10;5;2020-07-06;::1

5;ROBERT;Robert;Lucas;6eA;1519;2;0;10;10;2020-07-09;::1

5;ROBERT;Robert;Lucas;6eA;1520;4;2;10;3;2020-07-12;::1

5;ROBERT;Robert;Lucas;6eA;2317;4;2;10;9;2020-07-03;::1

5;ROBERT;Robert;Lucas;6eA;2318;2;1;10;4;2020-07-06;::1

5;ROBERT;Robert;Lucas;6eA;2319;3;1;10;2;2020-07-09;::1

5;ROBERT;Robert;Lucas;6eA;2320;4;0;10;4;2020-07-12;::1

5;ROBERT;Robert;Lucas;6eA;3117;4;0;10;2;2020-07-03;::1

5;ROBERT;Robert;Lucas;6eA;3118;2;1;10;7;2020-07-06;::1

5;ROBERT;Robert;Lucas;6eA;3119;3;2;10;4;2020-07-09;::1

5;ROBERT;Robert;Lucas;6eA;3120;4;1;10;6;2020-07-12;::1

6;RICHARD;Richard;Adam;6eA;709;1;0;10;4;2020-07-03;::1

6;RICHARD;Richard;Adam;6eA;710;1;1;10;10;2020-07-06;::1

6;RICHARD;Richard;Adam;6eA;711;2;1;10;1;2020-07-09;::1

6;RICHARD;Richard;Adam;6eA;712;0;0;10;8;2020-07-12;::1

6;RICHARD;Richard;Adam;6eA;1509;3;2;10;8;2020-07-03;::1

6;RICHARD;Richard;Adam;6eA;1510;3;2;10;3;2020-07-06;::1

6;RICHARD;Richard;Adam;6eA;1511;4;0;10;8;2020-07-09;::1

6;RICHARD;Richard;Adam;6eA;1512;0;1;10;5;2020-07-12;::1

6;RICHARD;Richard;Adam;6eA;2309;3;0;10;7;2020-07-03;::1

6;RICHARD;Richard;Adam;6eA;2310;1;2;10;6;2020-07-06;::1

6;RICHARD;Richard;Adam;6eA;2311;2;0;10;7;2020-07-09;::1

6;RICHARD;Richard;Adam;6eA;2312;0;0;10;3;2020-07-12;::1

6;RICHARD;Richard;Adam;6eA;3109;4;0;10;3;2020-07-03;::1

6;RICHARD;Richard;Adam;6eA;3110;1;1;10;1;2020-07-06;::1

6;RICHARD;Richard;Adam;6eA;3111;2;2;10;2;2020-07-09;::1

6;RICHARD;Richard;Adam;6eA;3112;1;0;10;2;2020-07-12;::1

7;DURAND;Durand;Arthur;6eA;233;2;2;10;5;2020-07-03;::1

7;DURAND;Durand;Arthur;6eA;234;4;2;10;2;2020-07-06;::1

7;DURAND;Durand;Arthur;6eA;235;1;1;10;4;2020-07-09;::1

7;DURAND;Durand;Arthur;6eA;236;2;2;10;7;2020-07-12;::1

7;DURAND;Durand;Arthur;6eA;1033;3;0;10;9;2020-07-03;::1

7;DURAND;Durand;Arthur;6eA;1034;3;2;10;9;2020-07-06;::1

7;DURAND;Durand;Arthur;6eA;1035;0;1;10;9;2020-07-09;::1

7;DURAND;Durand;Arthur;6eA;1036;4;0;10;9;2020-07-12;::1

7;DURAND;Durand;Arthur;6eA;1833;2;2;10;8;2020-07-03;::1

7;DURAND;Durand;Arthur;6eA;1834;2;0;10;8;2020-07-06;::1

7;DURAND;Durand;Arthur;6eA;1835;3;1;10;8;2020-07-09;::1

7;DURAND;Durand;Arthur;6eA;1836;1;1;10;5;2020-07-12;::1

7;DURAND;Durand;Arthur;6eA;2633;1;2;10;3;2020-07-03;::1

